"Ativityname","type","img","name","price"
,"yellow","http://img0.gjw.com/product/2017/1016/1696fbd0ca684d1292f12b51a0311a61.jpg","绍山鉴水 花雕酒 六年陈 1000ml",29
,"yellow","http://img0.gjw.com/product/2017/0427/f7a1e0849d384bdc951c11e101ae8b27.jpg","沙洲优黄 紫金6年陈青梅黄酒 500ml*9瓶 【整箱装】",129
"满额立减","yellow","http://img0.gjw.com/product/2018/0514/2500a9e369824dc0b94cc63a47243fe7.jpg","同里红 同里状元 375ml*6",210
,"yellow","http://img0.gjw.com/product/2011/0321/7a3eeaac7fb74a2798a07358d0157c2c.jpg","石库门 1号（蓝）500ml",35
,"yellow","http://img0.gjw.com/product/2017/0427/47b1dee67f95498a9c698177d19f28a1.jpg","【整箱黄酒】沙洲优黄 五年陈黄酒 550ml*8瓶",119
,"yellow","http://img0.gjw.com/product/2018/0404/764b9d14c4a5418f8fa5e88563db8c85.jpg","梁祝 冬酿花雕酒（整箱装）350ml*6瓶",294
,"yellow","http://img0.gjw.com/product/2017/0116/d4cf6bdf2bdc429591fd6370b57f1b8d.jpg","会稽山 醇香三年 黄酒 500ml*6【整箱装】",69
"限时抢购","yellow","http://img0.gjw.com/product/2013/0530/68b83e628a904cd48e5c90f12c1a2fc1.jpg","绍兴师爷 十年陈酿 1000ml",138
,"yellow","http://img0.gjw.com/product/2017/0116/c488c3efea0b481a8066fbbf56c8e3e4.jpg","会稽山 纯正 五年花雕  500ml*8【整箱装】",160
"满额立减","yellow","http://img0.gjw.com/product/2017/1129/c04fb1756969492d8edc5a0dc20c552c.jpg","同里红 清鉴黄酒 花雕八年陈 桶装 5000ml",39.8
,"yellow","http://img0.gjw.com/product/2018/0102/cb84ed70cb394743b59af38b0839f3e1.jpg","钱塘人家 红手酿十年 1818 500ml",49
,"yellow","http://img0.gjw.com/product/2017/1215/7e4109f6dd2d44d8adb858cbfa5da322.jpg","同里红 金玉满堂 6年 500ml*12瓶",153
"满额立减","yellow","http://img0.gjw.com/product/2016/0106/f3feab3950da41379e786329efe212c8.jpg","16度 茅山 1985 500ml",109
,"yellow","http://img0.gjw.com/product/2018/0524/db818ef929434230848a185f8997f314.jpg","同里红 花好月圆 礼盒装 480ml",88
"限时抢购","yellow","http://img0.gjw.com/product/2017/1215/279e29d9e4e54e3b83215be80f92d00b.jpg","同里红 苏派清爽  500ml*12瓶",129
,"yellow","http://img0.gjw.com/product/2018/0508/8ce51da4c33642949f41a8d616cfb4fb.jpg","福佳 白啤酒 330ml*24",145
"满额立减","yellow","http://img0.gjw.com/product/2019/0110/d41da49fd7464096943ded557e098a05.jpg","【整箱装】同里红 清鉴冬酿 花雕酒500ml*6瓶",139
,"yellow","http://img0.gjw.com/product/2015/1212/e5a5788d51c042fd98474da269179e7a.jpg","25度 那楼淮山 营养酒 500ml",75
,"yellow","http://img0.gjw.com/product/2016/0106/01c5a205e8394a008c06c3c891643bd0.jpg","16度 茅山 1952 500ml",229
"限时抢购","yellow","http://img0.gjw.com/product/2013/1204/6e5076a52a3f4484a1af5fc03e8743d6.jpg","乌毡帽 冻藏冰雕 480ml",29
"限时抢购","yellow","http://img0.gjw.com/product/2018/0604/133e093ea0e946d1b2ff077cc32f85dc.jpg","塔牌 陶坛老酒 460ml*8瓶 【整箱装】",165
"满额立减","yellow","http://img0.gjw.com/product/2018/0604/50f76cc5103f4e60b037ab2f38197543.jpg","塔牌丽春 375ml*6瓶 【整箱装】",168
,"yellow","http://img0.gjw.com/product/2018/0504/05468a457fcd4689a06918ff049fb39c.jpg","同里红 同里人家（福）500ml*6",72
,"yellow","http://img0.gjw.com/product/2018/0508/a20280324e8942f482aea2823b48c336.jpg","朝日 啤酒 330ml*24",120
"限时抢购","wine","http://img0.gjw.com/product/2017/1017/d42dbd53e1934847b0a032af9f2eab58.jpg","53度 茅台 水立方酒 （2013年产）500ml",588
,"wine","http://img0.gjw.com/product/2018/0319/c02e538e76e94118bd374799eefa8d31.jpg","53度 茅台 水立方 北京 国际电影节 纪念酒 （2013年产） 500ml",679
,"wine","http://img0.gjw.com/product/2019/0319/08402751c76d4b2b99a5ed32cc26fb51.jpg","53度 茅台王子酒 黑金 （ 2018年产 ） 500ml",298
,"wine","http://img0.gjw.com/product/2018/0306/9b48d8cb8212446fa8ad91e1f7190b82.jpg","52度 五粮液股份 五粮源 精品酒 （2012年产）500ml",108
"限时抢购","wine","http://img0.gjw.com/product/2019/0319/39db5b263f0e47989db5ec15d1321821.jpg","53度 茅台 王子酒 ( 2014年产 ) 200ml",99
,"wine","http://img0.gjw.com/product/2019/0307/1ec009e2942b44838a759f11dcbacbb2.jpg","53度 茅台 王子酒（2017年产）750ml",219
"满额立减","wine","http://img0.gjw.com/product/2018/0105/2c091ecc42bd4ce88b448a7c5e90ac4b.jpg","53度 茅台飞天带杯（2011年产）500ml",3499
,"wine","http://img0.gjw.com/product/2019/0319/bce12f589920489c97d90d3353de2477.jpg","42度 扳倒井 福樽 （2012年产）480ml",79
"限时抢购","wine","http://img0.gjw.com/product/2018/0306/9635a19c467141639af25da187279f8d.jpg","39度 五粮液股份 五粮源 精品酒 （2010年产）500ml",99
,"wine","http://img0.gjw.com/product/2019/0306/861fe5132d904f6c8b40e91e153b4bf1.jpg","53度 茅台王子酒 尊贵  （2018年产）500ml",166
,"wine","http://img0.gjw.com/product/2019/0306/238bb42663f847b2827f0affb3b556a1.jpg","52度 习酒 习水特曲 T6 （2013年产）500ml",199
,"wine","http://img0.gjw.com/product/2019/0329/bb33e0f59a5548b2a6497a155ded9029.jpg","【整箱装】53度 茅台王子酒 黑金 （ 2018年产 ）500ml*6瓶",1099
"限时抢购","wine","http://img0.gjw.com/product/2018/0320/f9470ef6520d472ab01fab0571e6fea2.jpg","52度 泸州老窖 泸州醇 3钻 （2011-2012年产） 480ml",29
,"wine","http://img0.gjw.com/product/2017/1023/75624f32c53e45178056a6921de41d1f.jpg","52度 习酒 习水特曲 T3 （2013年产）500ml",298
,"wine","http://img0.gjw.com/product/2017/1114/e176bdc2c69b4fc090daf51e971d4a59.jpg","53度 习酒 窖藏 1988（2012年产）500ml",799
,"wine","http://img0.gjw.com/product/2018/1204/6e1a9163365c4cd98148b7ede59d7211.jpg","56度 五粮液 老酒（2010-2013年产）  500ml",1580
"限时抢购","wine","http://img0.gjw.com/product/2017/1205/201415859694441f8591816e38834273.jpg","45度 郎酒 新郎酒 国藏 佰圆酒（2013年产)500ml",75
,"wine","http://img0.gjw.com/product/2019/0325/dd396311b90148d8939cac41e6e248df.jpg","53度 茅台飞天 迎宾酒 （ 2018年产 ） 500ml",488
,"wine","http://img0.gjw.com/product/2018/0420/29d4ee8066bc418e9d0e42cdb5ec2995.jpg","52度 泸州老窖股份公司 老窖陈酒 蓝瓶（2013年产） 500ml",159
,"wine","http://img0.gjw.com/product/2019/0329/a47f9e3b2ece475b9ee5ea715eb476e1.jpg","55度 古井贡酒 十年陈酿 曹操瓶 ( 2009年产 ) 750ml",588
"限时抢购","wine","http://img0.gjw.com/product/2019/0321/216a34cdf09f4c2fa1c7e2bcc410bedf.jpg","53度 茅台 赖茅酒（重沙）（ 2017年产 ）500ml",228
,"wine","http://img0.gjw.com/product/2019/0329/6103677fd17e4eff8886a2fb339819cf.jpg","53度 茅台 王子酒 （ 2017年产 ）500ml",245
,"wine","http://img0.gjw.com/product/2019/0329/0281e37d933d44fb9e49baacee1aed80.jpg","53度 茅台 王子酒 （ 2019年产 ）500ml",215
"满额立减","wine","http://img0.gjw.com/product/2019/0321/a048e21c10584f10a32edd64a371f6a6.jpg","53度 茅台 赖茅（传承）蓝色 （ 2018年产 ）500ml",288
,"wine","http://img0.gjw.com/product/2018/0306/4623fa09474946a6a40ca900c9b6ebdd.jpg","52度 五粮液股份 五粮源 珍品酒（2012年产）500ml",188
,"wine","http://img0.gjw.com/product/2018/0105/79f30f6f76c040f3b42e8c0b53ec0e88.jpg","53度 茅台 五星 不带杯（2012年产）500ml",3099
,"wine","http://img0.gjw.com/product/2018/0810/40440a8a2592427181a34b42d696119c.jpg","53度 五粮液股份 永福酱酒（老酱）（2010-2012年产）500ml",488
"限时抢购","wine","http://img0.gjw.com/product/2019/0306/dd7d7a067ad746e1a2bda7a79c005152.jpg","53度 茅台王子酒 尊贵( 2017年产 ) 500ml",189
,"wine","http://img0.gjw.com/product/2018/0106/c7f47f874df347b5a7c8a5fe7dfe89d0.jpg","53度 习酒  老酱（2012年产） 500ml",1998
,"wine","http://img0.gjw.com/product/2019/0318/a5306f9c2f6c4615addea8ecbba9a2ab.jpg","53度 茅台 王子酒（酱门经典） （ 2017年产 ） 500ml",228
"会员价","wine","http://img0.gjw.com/product/2019/0321/e0a64e32331442d281cc4bbd4cddaa2f.jpg","53度 茅台 赖茅酒（端曲）（ 2016年产 ）500ml",179
,"wine","http://img0.gjw.com/product/2019/0115/8b95ae31274242b68f1d7237c83503ba.jpg","53度 茅台 飞天带杯（2019年产）500ml",1920
,"wine","http://img0.gjw.com/product/2019/0313/1768fbb8ce964368adb81c0ce93b8de1.jpg","53度 茅台 仁酒（2019年产）500ml",259
"限时抢购","wine","http://img0.gjw.com/product/2018/0307/7c74a7c5db184e5884b9d48a9eb87f0a.jpg","52度 五粮液股份 五粮源酒 （2012年产）500ml",58
,"wine","http://img0.gjw.com/product/2019/0313/084cea115e4542d99a33db0da043e9c2.jpg","53度 茅台 珍品王子酒 （ 2018年产 ）500ml",498
,"wine","http://img0.gjw.com/product/2018/0122/d3a25fc3f0f1486b9b233440b006bfaf.jpg","53度 茅台飞天（2018年产）1000ml",4099
,"wine","http://img0.gjw.com/product/2019/0329/37c5cc28eead443e959b2eddb2389857.jpg","53度 茅台 王子酒 （ 2018年产 ）500ml",228
"限时抢购","wine","http://img0.gjw.com/product/2019/0311/7b7fa48250014d1598ecf385539361c0.jpg","53度 茅台 华茅 百年印象( 2017年产 ) 500ml",179
,"wine","http://img0.gjw.com/product/2019/0306/e9f7441914c44707ae9bc00bce95c4da.jpg","53度 茅台 名将酒（红色经典）小酒版 （2011年产）100ml",108
"限时抢购","wine","http://img0.gjw.com/product/2019/0306/32bd2af05cdf4228882910782033b8fc.jpg","52度 西凤 小凤酒 精制(2014年产)  500ml",109

